Grainger Blue Path	L1	Segment_Name	L2	Family_Name	L3	Category_Name	Gamut PIM Path	Gamut Category ID	Gamut Category Name	"Gamut Node ID
Node ID"	Gamut Node Name	Grainger-Gamut Terminal Node Mapping	Grainger_Attribute_Definition	Grainger_Category_Specific_Definition	Grainger Attribute Sample Values	Grainger_Attr_ID	Grainger_Attribute_Name	Identified Matching Gamut Attribute Name (use semi-colon to separate names)	Identified Matching Grainger Attribute Name (use semi-colon to separate names)	Analyst Notes	Taxonomist Notes	Gamut_Attribute_Name	Gamut_Attr_ID	Gamut Attribute Sample Values	Gamut_Attribute_Definition	Matching
Pneumatics > Pneumatic Tools > Air Tool Accessories	1023	Pneumatics	2236	Pneumatic Tools	5079	Air Tool Accessories	Power Tools > Impact Wrenches & Ratchet Wrenches > Impact Wrench Accessories > Impact Wrench Boots	754	Power Tools	1125	Impact Wrench Boots	Air Tool Accessories -- Impact Wrench Boots							material			Boot Material	16954			Gamut Only
Pneumatics > Pneumatic Tools > Air Tool Accessories	1023	Pneumatics	2236	Pneumatic Tools	5079	Air Tool Accessories	Power Tools > Power Finishing Tools > Bevelers & Deburring Tools	754	Power Tools	1153	Bevelers & Deburring Tools	Air Tool Accessories -- Bevelers & Deburring Tools							material			Housing Material	23019			Gamut Only
Pneumatics > Pneumatic Tools > Air Caulk Guns	1023	Pneumatics	2236	Pneumatic Tools	5001	Air Caulk Guns	Adhesives & Sealants > Adhesive Dispensers & Applicators > Caulking Guns	29	Adhesives & Sealants	36	Caulking Guns	Air Caulk Guns -- Caulking Guns							pressure range			Maximum Operating Pressure	141			Gamut Only
Plumbing > Water Heaters > Electric Water Heaters	1022	Plumbing	17361	Water Heaters	4823	Electric Water Heaters	Plumbing > Water Heaters > Electric Water Heaters	9517	Plumbing	10996	Electric Water Heaters	Electric Water Heaters -- Electric Water Heaters				100194	Amps AC	1Phase Current; 3Phase Current								Grainger Only
Plumbing > Water Heaters > Gas Water Heater Controls	1022	Plumbing	17361	Water Heaters	4824	Gas Water Heater Controls	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Controls	9517	Plumbing	11000	Water Heater Controls	Gas Water Heater Controls -- Water Heater Controls	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Blankets	9517	Plumbing	10998	Water Heater Blankets	Water Heater Accessories -- Water Heater Blankets	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Cleaners & Flush Kits	9517	Plumbing	11812	Water Heater Cleaners & Flush Kits	Water Heater Accessories -- Water Heater Cleaners & Flush Kits	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Connectors	9517	Plumbing	10999	Water Heater Connectors	Water Heater Accessories -- Water Heater Connectors	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Isolator Valve Kits	9517	Plumbing	11002	Water Heater Isolator Valve Kits	Water Heater Accessories -- Water Heater Isolator Valve Kits	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Pans	9517	Plumbing	11003	Water Heater Pans	Water Heater Accessories -- Water Heater Pans	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Scale Removal Kits	9517	Plumbing	11004	Water Heater Scale Removal Kits	Water Heater Accessories -- Water Heater Scale Removal Kits	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Stands & Platforms	9517	Plumbing	11005	Water Heater Stands & Platforms	Water Heater Accessories -- Water Heater Stands & Platforms	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Straps	9517	Plumbing	11006	Water Heater Straps	Water Heater Accessories -- Water Heater Straps	"1-5 word short product description (e.g. Motor, Pleated Filter, Glow Plug etc.) using values that are not duplicated in other category attributes.  If there is a need to exceed the 5 word maximum, it may be an indication that an additional attribute is ne"			102079	Item	Accessory Type								Grainger Only
Plumbing > Water Heaters > Gas Water Heaters	1022	Plumbing	17361	Water Heaters	4825	Gas Water Heaters	Plumbing > Water Heaters > Gas Water Heaters	9517	Plumbing	10994	Gas Water Heaters	Gas Water Heaters -- Gas Water Heaters	"This attribute is intended to capture if the product is used for residential and/or commercial purposes. The allowed values are Commercial, Residential, or Commercial/Residential."			165309	Commercial / Residential	Application								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Supports & Hangers > Pipe Supports"	6515	"Pipe, Hose, Tubing, & Fittings B"	6541	Pipe Supports	Pipe Hangers and Clamps -- Pipe Supports	"The primary or basic material from which the product is constructed, e.g. Steel, Stainless Steel, Aluminum, Plastic, etc."			102227	Material	Body Material								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Framing Channels, Struts, & Clamps > Framing Channel & Strut Accessories"	6515	"Pipe, Hose, Tubing, & Fittings B"	6518	Framing Channel & Strut Accessories	Pipe Hangers and Clamps -- Framing Channel & Strut Accessories	"The primary or basic material from which the product is constructed, e.g. Steel, Stainless Steel, Aluminum, Plastic, etc."			102227	Material	Body Material; Body Material Grade; Finish								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Half Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6543	Half Clamps	Pipe Hangers and Clamps -- Half Clamps	"The primary or basic material from which the product is constructed, e.g. Steel, Stainless Steel, Aluminum, Plastic, etc."			102227	Material	Body Material; Body Material Grade; Finish								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clips"	6515	"Pipe, Hose, Tubing, & Fittings B"	6545	Pipe & Tube Clips	Pipe Hangers and Clamps -- Pipe & Tube Clips	"The primary or basic material from which the product is constructed, e.g. Steel, Stainless Steel, Aluminum, Plastic, etc."			102227	Material	Body Material; Body Material Grade; Finish								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Framing Channels, Struts, & Clamps > Framing Channel & Strut Mounted Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6519	Framing Channel & Strut Mounted Clamps	Pipe Hangers and Clamps -- Framing Channel & Strut Mounted Clamps	"The primary or basic material from which the product is constructed, e.g. Steel, Stainless Steel, Aluminum, Plastic, etc."			102227	Material	Body Material; Body Material Grade; Finish; Cushion Material								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6544	Pipe & Tube Clamps	Pipe Hangers and Clamps -- Pipe & Tube Clamps	"The primary or basic material from which the product is constructed, e.g. Steel, Stainless Steel, Aluminum, Plastic, etc."			102227	Material	Body Material; Body Material Grade; Finish; Cushion Material; Gasket Material								Grainger Only
Plumbing > Water Heaters > Electric Water Heaters	1022	Plumbing	17361	Water Heaters	4823	Electric Water Heaters	Plumbing > Water Heaters > Electric Water Heaters	9517	Plumbing	10996	Electric Water Heaters	Electric Water Heaters -- Electric Water Heaters				130778	Water Connection	Cold Water Inlet Size; Cold Water Inlet Type; Hot Water Outlet Size; Hot Water Outlet Type								Grainger Only
"Plumbing > Water Coolers, Dispensers and Fountains > Drinking Fountains"	1022	Plumbing	29120	"Water Coolers, Dispensers and Fountains"	4821	Drinking Fountains	"Plumbing > Water Coolers, Dispensers & Fountains > Water Coolers & Dispensers"	9517	Plumbing	10938	Water Coolers & Dispensers	Drinking Fountains -- Water Coolers & Dispensers				115252	Refrigerant	Compatible Refrigerant								Grainger Only
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Cleaners & Flush Kits	9517	Plumbing	11812	Water Heater Cleaners & Flush Kits	Water Heater Accessories -- Water Heater Cleaners & Flush Kits	This attribute is designed to capture the product or types of products that the item is intended to be used with.			101460	For Use With	Compatible with Product Type; For Use With				For Use With	212904			Match
Plumbing > Water Heaters > Water Heater Accessories	1022	Plumbing	17361	Water Heaters	4826	Water Heater Accessories	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Stands & Platforms	9517	Plumbing	11005	Water Heater Stands & Platforms	Water Heater Accessories -- Water Heater Stands & Platforms	This attribute is designed to capture the product or types of products that the item is intended to be used with.			101460	For Use With	Compatible with Product Type; For Use With				For Use With	199253			Match
"Plumbing > Water Coolers, Dispensers and Fountains > Drinking Fountains"	1022	Plumbing	29120	"Water Coolers, Dispensers and Fountains"	4821	Drinking Fountains	"Plumbing > Water Coolers, Dispensers & Fountains > Water Coolers & Dispensers"	9517	Plumbing	10938	Water Coolers & Dispensers	Drinking Fountains -- Water Coolers & Dispensers				111164	Compressor HP	Compressor Horsepower								Grainger Only
Plumbing > Water Heaters > Electric Water Heater Controls	1022	Plumbing	17361	Water Heaters	4822	Electric Water Heater Controls	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Controls	9517	Plumbing	11000	Water Heater Controls	Electric Water Heater Controls -- Water Heater Controls				111885	Contact Rating Resistive @ 120/240V (A)	Contact Rating Resistive								Grainger Only
Plumbing > Water Heaters > Electric Water Heater Controls	1022	Plumbing	17361	Water Heaters	4822	Electric Water Heater Controls	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Controls	9517	Plumbing	11000	Water Heater Controls	Electric Water Heater Controls -- Water Heater Controls				115366	Contact Rating Resistive @ 277V (A)	Contact Rating Resistive								Grainger Only
Plumbing > Water Heaters > Electric Water Heater Controls	1022	Plumbing	17361	Water Heaters	4822	Electric Water Heater Controls	Plumbing > Water Heaters > Water Heater Accessories > Water Heater Controls	9517	Plumbing	11000	Water Heater Controls	Electric Water Heater Controls -- Water Heater Controls				111887	Contact Rating Resistive @ 480V (A)	Contact Rating Resistive								Grainger Only
"Plumbing > Water Coolers, Dispensers and Fountains > Drinking Fountains"	1022	Plumbing	29120	"Water Coolers, Dispensers and Fountains"	4821	Drinking Fountains	"Plumbing > Water Coolers, Dispensers & Fountains > Water Coolers & Dispensers"	9517	Plumbing	10938	Water Coolers & Dispensers	Drinking Fountains -- Water Coolers & Dispensers				101546	Full Load Amps	Current								Grainger Only
"Plumbing > Water Coolers, Dispensers and Fountains > Hot Water Dispensers"	1022	Plumbing	29120	"Water Coolers, Dispensers and Fountains"	4827	Hot Water Dispensers	"Plumbing > Water Coolers, Dispensers & Fountains > Water Coolers & Dispensers"	9517	Plumbing	10938	Water Coolers & Dispensers	Hot Water Dispensers -- Water Coolers & Dispensers				100194	Amps AC	Current								Grainger Only
Plumbing > Water Heaters > Gas Water Heaters	1022	Plumbing	17361	Water Heaters	4825	Gas Water Heaters	Plumbing > Water Heaters > Gas Water Heaters	9517	Plumbing	10994	Gas Water Heaters	Gas Water Heaters -- Gas Water Heaters	This attribute is intended to capture the draft hood size.			162504	Draft Hood Size	Draft Hood Diameter								Grainger Only
"Plumbing > Water Coolers, Dispensers and Fountains > Drinking Fountains"	1022	Plumbing	29120	"Water Coolers, Dispensers and Fountains"	4821	Drinking Fountains	"Plumbing > Water Coolers, Dispensers & Fountains > Water Coolers & Dispensers"	9517	Plumbing	10938	Water Coolers & Dispensers	Drinking Fountains -- Water Coolers & Dispensers	"This attribute is intended to capture the items drain connection value in fractional inches, values must display the inch mark next to it, e.g. 1"", 1-1/4"", 3/4"", etc.  If product does not have a drain, use the data value of None."			163365	Drain Connection	Drain Connection Size								Grainger Only
Plumbing > Water Heaters > Gas Water Heaters	1022	Plumbing	17361	Water Heaters	4825	Gas Water Heaters	Plumbing > Water Heaters > Gas Water Heaters	9517	Plumbing	10994	Gas Water Heaters	Gas Water Heaters -- Gas Water Heaters				111932	Uniform Energy Factor	Energy Factor								Grainger Only
Plumbing > Filtration > Filter Bags	1022	Plumbing	2226	Filtration	3627	Filter Bags	Plumbing > Filtering & Straining > Filtration Systems & Accessories > Filter Bags & Magnets > Filter Bags	9517	Plumbing	11918	Filter Bags	Filter Bags -- Filter Bags				102548	Microns	Filter Rating								Grainger Only
Plumbing > Filtration > Filter Housings	1022	Plumbing	2226	Filtration	3629	Filter Housings	Plumbing > Filtering & Straining > Filtration Systems & Accessories > Filter Housings	9517	Plumbing	11923	Filter Housings	Filter Housings -- Filter Housings				102548	Microns	Filter Rating								Grainger Only
Plumbing > Filtration > Filter Bags	1022	Plumbing	2226	Filtration	3627	Filter Bags	Plumbing > Filtering & Straining > Filtration Systems & Accessories > Filter Bags & Magnets > Filter Bags	9517	Plumbing	11918	Filter Bags	Filter Bags -- Filter Bags	"This attribute is intended to capture the coating or treatment (not color) applied to the items primary material, e.g. powder coated, enamel, matte, antique brass, brushed nickel, high gloss (not ""high gloss black""). For items that do not have a finish us"			101333	Finish	Finish/Coating								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Hold-Down Straps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6546	Pipe & Tube Hold-Down Straps	Pipe Hangers and Clamps -- Pipe & Tube Hold-Down Straps	"This attribute is intended to capture the coating or treatment (not color) applied to the items primary material, e.g. powder coated, enamel, matte, antique brass, brushed nickel, high gloss (not ""high gloss black""). For items that do not have a finish us"			101333	Finish	Finish/Coating								Grainger Only
Plumbing > Water Heaters > Gas Water Heaters	1022	Plumbing	17361	Water Heaters	4825	Gas Water Heaters	Plumbing > Water Heaters > Gas Water Heaters	9517	Plumbing	10994	Gas Water Heaters	Gas Water Heaters -- Gas Water Heaters	"This attribute is intended to capture the performance abilities of a water heater within the first hour of use when recovered to the thermostat setting or First Hour Recovery. Please use ""gph"" after the value to denote Gallons Per Hour."			402658	First Hour Recovery - Water Heaters	First Hour Recovery Rate								Grainger Only
Plumbing > Gas and Water Line Connectors > Water Connectors	1022	Plumbing	2135	Gas and Water Line Connectors	3697	Water Connectors	"Pipe, Hose, Tubing, & Fittings A > Hose Fittings & Connectors > Water Connectors & Kits > Water Connectors & Supply Lines"	4458	"Pipe, Hose, Tubing, & Fittings A"	4522	Water Connectors & Supply Lines	Water Connectors -- Water Connectors & Supply Lines	"This attribute is intended to capture the coating or treatment (not color) applied to the items primary material, e.g. powder coated, enamel, matte, antique brass, brushed nickel, high gloss (not ""high gloss black""). For items that do not have a finish us"			101333	Finish	Fitting Finish/Coating								Grainger Only
Plumbing > Gas and Water Line Connectors > Water Connectors	1022	Plumbing	2135	Gas and Water Line Connectors	3697	Water Connectors	"Pipe, Hose, Tubing, & Fittings A > Hose Fittings & Connectors > Water Connectors & Kits > Water Connectors & Supply Lines"	4458	"Pipe, Hose, Tubing, & Fittings A"	4522	Water Connectors & Supply Lines	Water Connectors -- Water Connectors & Supply Lines				103002	Outside Dia. (In.)	Fitting OD								Grainger Only
"Plumbing > Water Coolers, Dispensers and Fountains > Drinking Fountains"	1022	Plumbing	29120	"Water Coolers, Dispensers and Fountains"	4821	Drinking Fountains	"Plumbing > Water Coolers, Dispensers & Fountains > Water Coolers & Dispensers"	9517	Plumbing	10938	Water Coolers & Dispensers	Drinking Fountains -- Water Coolers & Dispensers	This attribute is intended to capture the cold water capacity the item accomodates.			164830	Cold Water Capacity	Flow Rate								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Clamp, Hanger, & Support Accessories"	6515	"Pipe, Hose, Tubing, & Fittings B"	6551	"Clamp, Hanger, & Support Accessories"	"Pipe Hangers and Clamps -- Clamp, Hanger, & Support Accessories"				160419	Beam Width	For Beam Width								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6544	Pipe & Tube Clamps	Pipe Hangers and Clamps -- Pipe & Tube Clamps				160419	Beam Width	For Beam Width								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Hold-Down Straps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6546	Pipe & Tube Hold-Down Straps	Pipe Hangers and Clamps -- Pipe & Tube Hold-Down Straps				115416	Rod Size	For Copper Tube Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Framing Channels, Struts, & Clamps > Framing Channel & Strut Accessories"	6515	"Pipe, Hose, Tubing, & Fittings B"	6518	Framing Channel & Strut Accessories	Pipe Hangers and Clamps -- Framing Channel & Strut Accessories				116639	Tube Size (In.)	For Minimum Tube Diameter								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Framing Channels, Struts, & Clamps > Framing Channel & Strut Mounted Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6519	Framing Channel & Strut Mounted Clamps	Pipe Hangers and Clamps -- Framing Channel & Strut Mounted Clamps				116639	Tube Size (In.)	For Minimum Tube Diameter								Grainger Only
Plumbing > Gas and Water Line Connectors > Water Connectors	1022	Plumbing	2135	Gas and Water Line Connectors	3697	Water Connectors	"Pipe, Hose, Tubing, & Fittings A > Hose Fittings & Connectors > Water Connectors & Kits > Water Supply & Installation Kits"	4458	"Pipe, Hose, Tubing, & Fittings A"	4525	Water Supply & Installation Kits	Water Connectors -- Water Supply & Installation Kits				103083	Pipe Dia. (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Beam Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6550	Beam Clamps	Pipe Hangers and Clamps -- Beam Clamps				103086	Pipe Size (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Clamp, Hanger, & Support Accessories"	6515	"Pipe, Hose, Tubing, & Fittings B"	6551	"Clamp, Hanger, & Support Accessories"	"Pipe Hangers and Clamps -- Clamp, Hanger, & Support Accessories"				103086	Pipe Size (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Framing Channels, Struts, & Clamps > Framing Channel & Strut Mounted Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6519	Framing Channel & Strut Mounted Clamps	Pipe Hangers and Clamps -- Framing Channel & Strut Mounted Clamps				103086	Pipe Size (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6544	Pipe & Tube Clamps	Pipe Hangers and Clamps -- Pipe & Tube Clamps				103086	Pipe Size (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Hold-Down Straps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6546	Pipe & Tube Hold-Down Straps	Pipe Hangers and Clamps -- Pipe & Tube Hold-Down Straps				103086	Pipe Size (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Riser Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6548	Riser Clamps	Pipe Hangers and Clamps -- Riser Clamps				103086	Pipe Size (In.)	For Pipe Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Beam Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6550	Beam Clamps	Pipe Hangers and Clamps -- Beam Clamps				115416	Rod Size	For Rod Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Clamp, Hanger, & Support Accessories"	6515	"Pipe, Hose, Tubing, & Fittings B"	6551	"Clamp, Hanger, & Support Accessories"	"Pipe Hangers and Clamps -- Clamp, Hanger, & Support Accessories"				115416	Rod Size	For Rod Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clips"	6515	"Pipe, Hose, Tubing, & Fittings B"	6545	Pipe & Tube Clips	Pipe Hangers and Clamps -- Pipe & Tube Clips				115416	Rod Size	For Threaded Rod Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clips"	6515	"Pipe, Hose, Tubing, & Fittings B"	6545	Pipe & Tube Clips	Pipe Hangers and Clamps -- Pipe & Tube Clips				103755	Thread Size (In.)	For Threaded Rod Size								Grainger Only
Plumbing > Pipe and Tubing > Pipe Hangers and Clamps	1022	Plumbing	2227	Pipe and Tubing	3427	Pipe Hangers and Clamps	"Pipe, Hose, Tubing, & Fittings B > Clamps, Hangers, & Supports > Pipe, Tube, & Conduit Holding > Pipe & Tube Clamps"	6515	"Pipe, Hose, Tubing, & Fittings B"	6544	Pipe & Tube Clamps	Pipe Hangers and Clamps -- Pipe & Tube Clamps				116639	Tube Size (In.)	For Tube Size								Grainger Only
Plumbing > Filtration > Filter Housings	1022	Plumbing	2226	Filtration	3629	Filter Housings	Plumbing > Filtering & Straining > Filtration Systems & Accessories > Filter Housings	9517	Plumbing	11923	Filter Housings	Filter Housings -- Filter Housings	This attribute is designed to capture the product or types of products that the item is intended to be used with.			101460	For Use With	For Use With; For Use With Filter Diameter; For Use With Filter Height	For Use With			For Use With	215248			Match
Plumbing > Water Heaters > Gas Water Heaters	1022	Plumbing	17361	Water Heaters	4825	Gas Water Heaters	Plumbing > Water Heaters > Gas Water Heaters	9517	Plumbing	10994	Gas Water Heaters	Gas Water Heaters -- Gas Water Heaters				160488	Gas Connection	Gas Inlet Size								Grainger Only
Plumbing > Water Heaters > Gas Water Heaters	1022	Plumbing	17361	Water Heaters	4825	Gas Water Heaters	Plumbing > Water Heaters > Gas Water Heaters	9517	Plumbing	10994	Gas Water Heaters	Gas Water Heaters -- Gas Water Heaters	"This attribute is intended to capture the type of fuel that the Water Heater uses for power. Acceptable values are Liquid Propane and Natural Gas. If the Water Heater can use both types of fuel, please separate the two values with a comma."			402651	Fuel Type - Water Heaters	Gas Type								Grainger Only
